content,score
"apk nya masih bnyk bug, jd males make apk nya, tp suka sih sama desainnya lucu warna warni",2
"Saat mau melakukan pembayaran selalu force close, saat input NO rekening / VA langsung keluar. Kejadian bukan hanya sekali namun berkali-kali, sedangkan sinyal, sistem smartphone, penyimpanan semua masih aman.",1
"Sering eror, top up dana gak terkirim², padahal di keterangan nya top up berhasil, tolong perbaiki lagi, informasikan klo memang transaksi gagal, ga ada kepastiannya, kasih bintang 1 dlu, perbaiki baru bintang 5.",1
kirim uang lebih mudah dan lebih cepat dan lainnya ..,5
loading nya lama sama ga bisa buat qris.,1
"Udah bagus cuma.. Reksadana nya gak banyak pilihan,tolong tambahin Reksadana pasar uang syariah juga donk..ko Gk ada...",4
aplikasinya sangat membantu dan bagus untuk di gunakan,5
"Aplikasi lemot kalo mau login sama transaksi, padahal jaringan yang digunakan stabil",1
"simple, semakin mudah digunakan dan aman",5
"Saya baru menggunakan aplikasi ini, Menurut saya masih banyak kekurangannya,tidak bisa tarik tunai non kartu,notifikasi setiap transaksi uang keluar n masuk jarang muncul,dipengaturannya paling kecil 500ribu untuk notifnya tpi jarang muncul jga klw ada transaksi.beda sama Brimo setiap ada transaksi selalu muncul notifikasinya walaupun transaksi 10.000 rupiah.kalau yg mobile banking BNI saya tidak tau,karna kemarin langsung di buatkan wondr sama CS bank BNI nya.🙏🙏🙏",2
mempermudah pembayaran dan praktis,5
"otp lewat email lemot babget ga masuk masuk, sampe tunggu hari berikutnya baru bisa. sekali masuk udah bahagia ternyata ga bisa setor tunai pakai aplikasi. kalo belum jadi sepenuhnya lebih baik dimatengin dulu deh aplikasinya. kaya gini jadi menuhin memori hp aja, ada 2 aplikasi jadinya (bni mobile+ wondr by bni). yang dibutuhkan ini banyak transaksi tanpa kartu terutama setor tunai. mudah aplikasi bni mobilenya.",1
cuman untuk limit dompet digital nya agak dinaikin lagi jangan per hari 1 juta. kalau mau top up jadi susah,4
"Antar muka bagus, pengelompokan bagus. Tapi msh ada fitur-fitur BNI Mobile yg hilang. Contoh utk Aset Obligasi Negara detailnya tidak ada. Untung aplikasi yg lama msh dipertahankan, sbg utk yg kurang dr Wondr msh bs buka yg lama. Fokus diperbaiki, jgn hanya acara lari yg menutup byk ruas jalan. Sy pengguna BNI sejak msh sekolah, moga-moga msh setia kedepannya Diam2 saudara dekat BNI (Bank logo dominasi warna biru dan emas) juga melakukan pembaruan fitur dan sy akui bagus dan user friendly",3
fitur lengkap dan mudah dalam pengoperasiannya,5
bagus dan mudah ...walau pertama pakai berasa harus belajar banyak,5
"Tiap mau transaksi gini trus ""untuk bisa transaksi lagi, kamu perlu verifikasi akun dulu ya"" mau verifikasi apa lagi ? Saya sudah login sudah masuk mau transaksi malah ga bisa lebih enak pake mobile banking di banding wondr bikin pusing nih apk cs aja ga ada di apk",1
"sangat memuaskan, semoga tamanbah lg fitur2 nya",5
"memudahkan semua transaksi, sukses selalu BNI",5
"Aplikasi bagus dan tampilan ok, hanya untuk menu tarik tunai tanpa kartu masih tidak tersedia. Diharapkan segera ditambahkan dan saat penarikan tidak memakai kode otp seperti aplikasi BNI Mobile. (tarik tunai tanpa otp seperti BCA dan Mandiri)",5
alhamdulillah terbantu dan dimudahkan dalam bertransaksi,5
"cepat dan akurat, maju terus wondr",5
"Mobile banking terburuk menurut saya masa mau top up e wallet gak bisa alasan nomor gak terdaftar sementara jelas ada akun e wallet saya,",1
"Ini buat rating gada bintang nya bisa gaksi? Atau minus gtu loh, gw dri kmren gabisa transaksi pake mbanking susah bngt buat minta otp",1
"Histori transaksi terbaru tidak terupdate, setelah dibandingan dengan apps BNI mobile yang lama, malahan apps yg lama sudah terupdate transaksinya. Tolong segera fix bug nya",3
"mantab, login nya cepat sekali",5
"Sudah berkali minta OTP baik sms ataupun WA tiap hari susah banget, padahal jaringan lancar",3
"aplikasi bank yang sangat membantu untuk bertransaksi, terima kasih",5
Sering gagal transfer dan tidak ada keterangan di riwayat nya berhasil atau tidak nya... lebih keren aplikasi BNI yg lama,2
"Akun saya ko gak bisa dibuka yaa,selalu ada kata""maaf lagi ada kendala silahkan coba lagi nanti""udah beberapa kali coba dibuka masih aja seperti itu,,mohon bantuannya",2
Masih banyak kurangnya. Bagus aplikasi m-banking yang lama mudah di mengerti. Di wondr by bni ini fitur nya sulit di mengerti. Fitur mobile untuk nyetor/tarik tunai tanpa kartu tidak atau gmn fiturnya,1
"transaksi belum berhasil tapi saldo terpotong, transfer dari jam 23:27 ditungguin sampe jam 12:20 siang masih belum masuk saldonya ini gimna ya pihak Wondr tolong bantu 🙏🏻",2
"Aplikasi buruk. Sering error dan perbaikan fdi saat"" penting. Jika masih pengembagan untuk apa di release",1
Kaya apa ini saldo msh ada tp buat transfer gak bisa???? Sedang butuh transfer secepatnya💀,1
"Aneh, habis gangguan terus saya masuk padahal password yang saya ketik sudah benar sesuai apa yang saya catat di catatan hp, terus kartu terblokir. Gimana ceritanya bisa ?",1
sering gangguan loading lama....,1
"tgl pitur2 nya saja yg blm komplit , msh lengkap Bni mobile",4
"kenapa aplikasi wondr di HP saya ngga masuk ke tampilan login, ya? hanya sampai pada tampilan wondr by BNI saya. mohon bantuannya, Kak. terima kasih",4
"BNI pelayanan nya sangat bagus , mudah digunakan",5
"Sementara sdh bagus, dibandingkan punya BSI",5
"Bermanfaat banget, bikin mudah untuk pembayaran apa apa, banyak promo nya juga. Oke banget pokoknya.",5
sering eror. apalagi ewalletnya gak bisa dipakai,3
semoga disetiap transaksi ada bonus saldo,5
"Makin hari, makin eror gak bisa di bukak aplikasinya,",2
masa transaksi gagal tapi saldo berkurang,1
"Susah sekali login pakai face recognition gagal terus, padahal sesuai arahan di layar dan tempatnya terang",1
kx tidak ada menu tarik tunai tanpa kartu.. ? klu sudah ada tolong kalau tarik tunai tanpa kartu harap tidak memakai otp dgn memakan pulsa....,1
cepat dan prsktis untuk di gunakan,5
"aplikasi yang sangat bagus dan lebih baik dari BNI mobile, memudahkan kami sebagai pengguna untuk melakukan transaksi. juga untuk kalian yang belum jadi nasabah BNI gausa khawatir karena kita bisa daftar dan ikutin stepnya untuk buka rekening. oiya bebas biaya admin dan gratis biaya transfer juga tarik tunai. mantap! pertahankan selalu performanya.",5
"Tampilan fresh, menu praktis dan lebih simple. Namun ada beberapa yg perlu ditambahkan, mengingat menu di BNI mobile banking udah lengkap. Terutama menu mobile tunai yg sangat membantu buat yang malas bawa kartu debit. Juga menu mutasi dan saldo rekening pinjaman dan simponi yg blm masuk ke wondr. Semangat terus perbaikan tiada henti.",5
"ini gimana ya, sehabis update jadi gabisa login, dibagian persayaratan tertulis sesi habis",2
Alhamdulillah transaksinya mudah dan nyaman,5
saya sudah mendaftar tetapi pas mau log in malah di suruh daftar ulang mohon bantuannya,3
lengkapi menu dan fitur nya..,5
"semua transaksi jd serba mudah,tks BNI jaya selalu",5
Kenapa kok punya saya gak bisa dibuka aplikasinya padahal sinyal full,3
"Bagus banget aplikasi bni yang baru ini. Tampilannya trendy dan mudah diaplikasikan. Fasilitas di dalamnya lengkap mau transaksi apapun bisa, semua ada 1 aplikasi.",5
"Dari pagi sampe sore maintenance aja, aplikasi baru jelek amat, dimana"" maintenance tengah malem, ini mah siang hari",2
"Sudah selesai pengisian data , namun saat lanjut proses data Gagal gagal terus bagaimana solusinya kk",4
Aplikasinya bagus mudah login cuman 1 kurangnya fitur mobile tunai tidak ada kalau ATM ketinggal tidak bisa make wonder ngambil uang di ATM masih unggulan mobile banking,5
"praktis, cepat dan tdk ribet, mantap",5
Sangat membantu dan memudahkan dlm bertransaksi,5
"Kenapa setelah logout, pas mau login lagi malah nggak bisa Coba di cek lagi apk nya",4
saya mau beli paket data dr td pagi tdk bs infonya sedang maintenance...,3
tiba tiba close terus lgin lagi pake verivikasi .tp selesai vrivikasi malah gak bisa di pake .udah ke cabang bni terdekat ttp gak bisa.jadi gmna ni bni,4
Tolong lah wahai BNI jangan aplikasinya sering error...,5
Fitur sudah bagus dan mtab hanya tinggal fitur tarik tunai tanpa kartu yg belum ada,5
Datang tak di undang .pulang sendiri sendiri Tapi aman lah semenjak pakai wonder kemanapun gak takut karna dimanjakan dengan fasilitas yg ada,5
"Tampilannya keren, penggunaannya mudah cukup dengan pin angka saja untuk kemusahan transaksinya, bisa disetting sesuai keinginan transaksinya dan sangat membantu dalam mengelola keuangan..Top...banget",5
Sering tidak bisa terbuka / di klik aplikasinya (heng) terpaksa di uninstal. Dan instal ulang baru deh bisa di buka kembali aplikasi wondr by BNI nya. Tolong Tim IT wondr by BNI di perbaiki aplikasinya. Kadang kita perlu Scan QRIS eh aplikasinya gak bisa di buka kesel jadinya,1
aplikasi gak guna. 1 hari gabisa di buka sama sekali,1
"sangat membantu sekali, transaksi apapun jadi lebih mudah",5
emg wondrfull sangat mudah cepat dan aman..lanjutkan,5
Kenapa sie ga ada berubah nya nie BNI slalu aja kendala nya slalu lama kalau lagi perbaikan dr dulu saya masih kerja di BNI..,1
"Aplikasinya sangat memudahkan, respon cepat, dan user friendly, bener banget sih kalo dibilang super app, saya merasa sangat terbantu sejak ada aplikasi ini, top up ewallet, transfer, dll semua dibuat lebih simpel sehingga yang pake sangat terbantu",5
Menurut saya aplikasi ini sangat membantu utk saya yang sekarang berada diluar negeri semua transaksi bisa berjalan dengan baik dan cepat,5
Udah upgrade malah ga bisa di buka ..gmna nih solusinya.. di delete dulu apa gmna nih.. soalnya dah seminggu begitu.. ga bisa di buka,3
"saya sudah donlot, tapi saat verivikasi wajah ribet dan ga berhasil.. kan auto bintang 1",1
"apk nya mudah di gunakan , sangat membantu 😍",5
"Transaksi apapun jadi lebih mudah,murah & anti ribet gak perlu repot bawa uang cash,jaringan stabil gak pake lemot",5
Aplikasi keluar sendiri sesi login berakhir. Gitu aja terus. Masih lebih bagus BNI mobile yg lama,1
"Sangat memudahkan aku dalam bertransaksi keuangan secara digital, buat transfer ke rekening ATM, ataupun beli pulsa.. Cara buat nya pun sangat mudah karna bisa online. Terimakasih yaa Wondr BNI👍👍",5
"Transfer suka delay kalo lewat aplikasi, bisa sampe sehari baru masuk uangnya. Itu kalo lagi urgent gimana? Padahal saya mau pake itu cuma buat tap cash, tapi saldonya ga ada terus setelah saya tunggu lama. Jadinya tetep bayar cash endingnya hadeeehhh, kalo sistemnya gini terus siapa yang bakal pake jasa anda? Mau transfer sesama BNI aja gini",2
sangat mudah mengoperasikan berbagai layanan,5
bagus 👍 cuma limited nya terlalu dikit,4
aplikasi yang sangat memudahkan dan membantu sekali,5
"sangat membantu dan mempermudah segala urusan,ter baik wondr by bni💯👍",5
"Gak bisa dibuka di huawei, aplikasinya tidak tersedia di App gallery, jadi saya mencoba mendownload aplikasinya melalui Gbox, setelah di download dan di instal, aplikasi tidak bisa dibuka, begitu di buka akan muncul layar gelap dan aplikasi otomatis tertutup",2
"Tidak Perlu sudah tidak ada Kendala sama sekali, tinggal fiturnya aja diperbanyak, Terima kasih Wondr, BNI sudah menguasai Dunia Offline, sudah banyak membantu, saya Khususnya, Selanjutnya BNI juga harus ikut serta dalam Rana Dunia Online, seperti TikTok, Game(Seperti E-Sport), Google Play(Di PlayStore), dan Transaksi-transaksi Online lainnya, seperti Wondr ini, Itu sudah baik, Perlebar lagi sayapmu, biar bisa terbang lebih tinggi, dan lebih jauh, Semangat",5
"Jangan install nih aplikasi! Gak jelas coy. Top up 50k di sana, mau di pake transaksi gak bisa. Padahal di awal gada istilah saldo minimum dll. Terus coba di tambahin lagi saldo nya sampe 69.500, tetep gak bisa di pake!! Terus tadi coba pencet penghapusan akun, eh Cok malah langsung ke hapus tanpa di kasih pilihan soal saldo nya!!!! Gimana dah cokkk.. BNI tanggung jawab jir lu, duit gueee 69 500!!",1
aplikasi nya bagus... cuma tranver ke dana sekarang ada limitnya,5
cepat mudah prktis tingkatkan terus...,5
"Pengembangnya payah, masa maintenancenya pagi2. Kalau maintenance malam2 lah jam 1 atau jam 2 yang jarang orng transaksi",1
"bagus dan mempermudah transaksi,mantap",5
Tolong di-update....ada pembayaran pendidikan yg belum tersedia yaitu pembayaran ke Unair,2
"3 dulu nanti balik lagi kalau udh beres bugnya, karena setiap verifikasi face id selalu gagal sedangkan saya sudah mengikuti saran prosedur yg tertera.(Sesuai frame, fokus camera, tidak backlight, tidak menggunakan accessories) Di layarnya di minta datang ke cabang, kemudian saya datang ke cabang terdekat, customer servicenya malah bingung karena verifikasi data sudah sesuai dan kemudian follow up ke bagian ITnya, lalu di saran mencoba lagi sore atau besok hari. Ternyata masih belum bisa.",3
Aplikasinya cepat namun untuk fitur copy paste dari keyboard google yang telah terinstall password manager (bitwarden) tidak muncul. Sehingga ketika akan membuat strong password saya sangat kesulitan. Padahal strong password sangat dibutuhkan apalagi yg berhubungan dengan perbankan. Selanjutnya untuk produk VCN BNI yg ada pada BNI Mobile sebelumnya juga tidak ada di Wondr by BNI ini. Mohon ditingkatkan lagi di pembaruan selanjutnya.,2
simpel tapi kadang bingung rampilannya,5
Saya butuh cepat untuk transaksi. Napa sering gangguan. Fitur tidak tersedia kan bodoh. Asli mengecewa kan.,4
Kasih 3 bintang dlu soalnya transaksi belum baguss masih eror Mohon di perbaiki lagi agar proses transaksi lancar,3
Nggak ada fitur tarik tunai tanpa kartu... Kalo bisa di tambahin fitur tersebut agar memudahkan kalo lagi gak bawa kartu ATM...,3
"Baru juga daftar pas mau log-in kok tidak masuk saya tanya pihak bank katanya hp nya nga support aplikasinya padahal aplikasi yg lama bisa, anehnya pas saya hapus download yg baru tidak bisa login download yg lama lagi malah ikutan nga bisa login.",1
"Habis registrasi, keluar Mau log in kagi harus registrasi lagi, gk bisa langsung masukin password, harus ngulang dari awal",2
"Sekalinya eror lama banget ini apk,tolong lah kita juga mau istrahat gara2 eror jadi ketunda.",1
"Fitur aplikasi bagus, namun aplikasi tidak konsekwen karwna selalu minta update yang memakan paket data untu menginstalnya",3
"Gila , masak ampe jam segini ga bisa mulu mau transaksi, jam 01.47 , heran deh tiap malem parah mulu maintenance nya , sering 1 jam lebih",1
"kebanyakan maintenance, mau transfer/top up e wallet pun gagal muluuu elahh, pdhl saldo masi banyak tp katanya kurang dr minimum hadeh",1
"apk ga guna, masa gak bisa verifikasi kedipan mata doang sama dibatasi setiap hari besok nya gagal lagi.",1
"Mohon bantuannya bpk/ibu segera di buat tarik tunai tanpa kartu karena sudah bnyak nasabah komplin di bilang kampungan lah wondr, di bilang aplikasi gak jelas tarik tunai tanpa kartu aja gak bisa harus bnyak bnyak sabar menghadapi nasabah nya.tks",5
"Berkali2 masuk,skli bisa masuk besoknya gk bisa lgi,aplikasinya kurang memuaskan gk membantu sma skali,msak hrus msuk2 trs dg kode yg brbeda2",1
"Sampai skrng belum bisa top up e-wallet gopay, kendala sistem kapan kendala sistemnya selesai?? 😌",3
"Ini saya baru ganti ke wonder kenapa ga bisa transfer yah mau sesama bank atau ewallet, d situ keterangan nya batas minimum saldo terus",1
"Ini gimana konsepnya minn,tadi saya transaksi terus gagal eh saldo rekening tetap di ambilll🤦 mana di ambil gede pula minn.tolong yaaa minnn segera di proses permasalahan seperti itu min.sangat merugikan min.gara"" itu saya tekorr min harus ganti rugi.sebisa mungkin saldo saya harus balik min.",1
Cukup baik apl nya tpi kalau bisa di tingkatkan lgi kinerjanya supaya bisa tarik dan setor tunai tanpa kartu🙏,5
"Tolong perbaiki sistemnya,tdk bisa buka aplikasi saat hendak transaksi menggunakan qris,",1
Fitur TIDAK LENGKAP...!!! Fitur ambil uang di ATM tanpa kartu tidak ada. Padahal fitur itu perlu saat ada kebutuhan mendadak jika tidak membawa kartu ATM.,1
"sudah banyak kekurangan dibandingkan dengan BNI mobile, lalot lagi loginnya kadang susah dan tidak mau terbuka",1
"knp tiap tf slalu aja saldo kepotong tapi ga bisa akses bukti transaksi, pdhal kn bukti yg paling penting.",2
apk nya sering eror.. masa sebesar BNI ga bisa urus hal gini... cari dong tim IT tu yang beneran mahir.,1
"Awalnya baik² saja ,pas mau beli pulsa indo malah muncul ngisi nomor debit ,mana aku lupa lagi nomornya ,tolong bntu dong bni",2
"Aplikasi apa-apaan ini, sangat konyol,baru pertama kali memakai BNI dan mendownload wondr dan tidak bisa login",1
gabisa buat beli pulsa selalu keluar tulisan eror padahal semua data udah di isi,1
"Apaan, minta OTP gk dikirm². Whatsapp gk dikirm, SMS gk dikirm. Sampe limit.",1
